Segment,Country,Product,Discount Band,Units Sold,Manufacturing Price,Sale Price,Gross Sales,Discounts, Sales,COGS,Profit,Date,Month Number,Month Name,Year,
Channel Partners,Canada,Paseo,High,2222,US$10.00,US$12.00,"US$26,664.00","US$3,732.96","US$22,931.04","US$6,666.00","US$16,265.04",11/01/13,11,November,2013,
Government,United States of America,Paseo,High,1177,US$10.00,US$350.00,"US$411,950.00","US$57,673.00","US$354,277.00","US$306,020.00","US$48,257.00",11/01/14,11,November,2014,
Government,France,Paseo,High,1922,US$10.00,US$350.00,"US$672,700.00","US$94,178.00","US$578,522.00","US$499,720.00","US$78,802.00",11/01/13,11,November,2013,
Enterprise,Mexico,Velo,High,1575,US$120.00,US$125.00,"US$196,875.00","US$27,562.50","US$169,312.50","US$189,000.00","(US$19,687.50)",02/01/14,2,February,2014,
Government,United States of America,Velo,High,606,US$120.00,US$20.00,"US$12,120.00","US$1,696.80","US$10,423.20","US$6,060.00","US$4,363.20",04/01/14,4,April,2014,
Small Business,United States of America,Velo,High,2460,US$120.00,US$300.00,"US$738,000.00","US$103,320.00","US$634,680.00","US$615,000.00","US$19,680.00",07/01/14,7,July,2014,
Small Business,Canada,Velo,High,269,US$120.00,US$300.00,"US$80,700.00","US$11,298.00","US$69,402.00","US$67,250.00","US$2,152.00",10/01/13,10,October,2013,
Small Business,Germany,Velo,High,2536,US$120.00,US$300.00,"US$760,800.00","US$106,512.00","US$654,288.00","US$634,000.00","US$20,288.00",11/01/13,11,November,2013,
Government,Mexico,VTT,High,2903,US$250.00,US$7.00,"US$20,321.00","US$2,844.94","US$17,476.06","US$14,515.00","US$2,961.06",03/01/14,3,March,2014,
Small Business,United States of America,VTT,High,2541,US$250.00,US$300.00,"US$762,300.00","US$106,722.00","US$655,578.00","US$635,250.00","US$20,328.00",08/01/14,8,August,2014,
Small Business,Canada,VTT,High,269,US$250.00,US$300.00,"US$80,700.00","US$11,298.00","US$69,402.00","US$67,250.00","US$2,152.00",10/01/13,10,October,2013,
Small Business,Canada,VTT,High,1496,US$250.00,US$300.00,"US$448,800.00","US$62,832.00","US$385,968.00","US$374,000.00","US$11,968.00",10/01/14,10,October,2014,
Small Business,United States of America,VTT,High,1010,US$250.00,US$300.00,"US$303,000.00","US$42,420.00","US$260,580.00","US$252,500.00","US$8,080.00",10/01/14,10,October,2014,
Government,France,VTT,High,1281,US$250.00,US$350.00,"US$448,350.00","US$62,769.00","US$385,581.00","US$333,060.00","US$52,521.00",12/01/13,12,December,2013,
Small Business,Canada,Amarilla,High,888,US$260.00,US$300.00,"US$266,400.00","US$37,296.00","US$229,104.00","US$222,000.00","US$7,104.00",03/01/14,3,March,2014,
Enterprise,United States of America,Amarilla,High,2844,US$260.00,US$125.00,"US$355,500.00","US$49,770.00","US$305,730.00","US$341,280.00","(US$35,550.00)",05/01/14,5,May,2014,
Channel Partners,France,Amarilla,High,2475,US$260.00,US$12.00,"US$29,700.00","US$4,158.00","US$25,542.00","US$7,425.00","US$18,117.00",08/01/14,8,August,2014,
Midmarket,Canada,Amarilla,High,1743,US$260.00,US$15.00,"US$26,145.00","US$3,660.30","US$22,484.70","US$17,430.00","US$5,054.70",10/01/13,10,October,2013,
Channel Partners,United States of America,Amarilla,High,2914,US$260.00,US$12.00,"US$34,968.00","US$4,895.52","US$30,072.48","US$8,742.00","US$21,330.48",10/01/14,10,October,2014,
Government,France,Amarilla,High,1731,US$260.00,US$7.00,"US$12,117.00","US$1,696.38","US$10,420.62","US$8,655.00","US$1,765.62",10/01/14,10,October,2014,
Government,Mexico,Amarilla,High,1727,US$260.00,US$7.00,"US$12,089.00","US$1,692.46","US$10,396.54","US$8,635.00","US$1,761.54",10/01/13,10,October,2013,
Midmarket,Mexico,Amarilla,High,1870,US$260.00,US$15.00,"US$28,050.00","US$3,927.00","US$24,123.00","US$18,700.00","US$5,423.00",11/01/13,11,November,2013,
Enterprise,France,Carretera,High,1174,US$3.00,US$125.00,"US$146,750.00","US$22,012.50","US$124,737.50","US$140,880.00","(US$16,142.50)",08/01/14,8,August,2014,
Enterprise,Germany,Carretera,High,2767,US$3.00,US$125.00,"US$345,875.00","US$51,881.25","US$293,993.75","US$332,040.00","(US$38,046.25)",08/01/14,8,August,2014,
Enterprise,Germany,Carretera,High,1085,US$3.00,US$125.00,"US$135,625.00","US$20,343.75","US$115,281.25","US$130,200.00","(US$14,918.75)",10/01/14,10,October,2014,
Small Business,Mexico,Montana,High,546,US$5.00,US$300.00,"US$163,800.00","US$24,570.00","US$139,230.00","US$136,500.00","US$2,730.00",10/01/14,10,October,2014,
Government,Germany,Paseo,High,1158,US$10.00,US$20.00,"US$23,160.00","US$3,474.00","US$19,686.00","US$11,580.00","US$8,106.00",03/01/14,3,March,2014,
Midmarket,Canada,Paseo,High,1614,US$10.00,US$15.00,"US$24,210.00","US$3,631.50","US$20,578.50","US$16,140.00","US$4,438.50",04/01/14,4,April,2014,
Government,Mexico,Paseo,High,2535,US$10.00,US$7.00,"US$17,745.00","US$2,661.75","US$15,083.25","US$12,675.00","US$2,408.25",04/01/14,4,April,2014,
Government,Mexico,Paseo,High,2851,US$10.00,US$350.00,"US$997,850.00","US$149,677.50","US$848,172.50","US$741,260.00","US$106,912.50",05/01/14,5,May,2014,
Midmarket,Canada,Paseo,High,2559,US$10.00,US$15.00,"US$38,385.00","US$5,757.75","US$32,627.25","US$25,590.00","US$7,037.25",08/01/14,8,August,2014,
Government,United States of America,Paseo,High,267,US$10.00,US$20.00,"US$5,340.00",US$801.00,"US$4,539.00","US$2,670.00","US$1,869.00",10/01/13,10,October,2013,
Enterprise,Germany,Paseo,High,1085,US$10.00,US$125.00,"US$135,625.00","US$20,343.75","US$115,281.25","US$130,200.00","(US$14,918.75)",10/01/14,10,October,2014,
Midmarket,Germany,Paseo,High,1175,US$10.00,US$15.00,"US$17,625.00","US$2,643.75","US$14,981.25","US$11,750.00","US$3,231.25",10/01/14,10,October,2014,
Government,United States of America,Paseo,High,2007,US$10.00,US$350.00,"US$702,450.00","US$105,367.50","US$597,082.50","US$521,820.00","US$75,262.50",11/01/13,11,November,2013,
Government,Mexico,Paseo,High,2151,US$10.00,US$350.00,"US$752,850.00","US$112,927.50","US$639,922.50","US$559,260.00","US$80,662.50",11/01/13,11,November,2013,
Channel Partners,United States of America,Paseo,High,914,US$10.00,US$12.00,"US$10,968.00","US$1,645.20","US$9,322.80","US$2,742.00","US$6,580.80",12/01/14,12,December,2014,
Government,France,Paseo,High,293,US$10.00,US$20.00,"US$5,860.00",US$879.00,"US$4,981.00","US$2,930.00","US$2,051.00",12/01/14,12,December,2014,
Channel Partners,Mexico,Velo,High,500,US$120.00,US$12.00,"US$6,000.00",US$900.00,"US$5,100.00","US$1,500.00","US$3,600.00",03/01/14,3,March,2014,
Midmarket,France,Velo,High,2826,US$120.00,US$15.00,"US$42,390.00","US$6,358.50","US$36,031.50","US$28,260.00","US$7,771.50",05/01/14,5,May,2014,
Enterprise,France,Velo,High,663,US$120.00,US$125.00,"US$82,875.00","US$12,431.25","US$70,443.75","US$79,560.00","(US$9,116.25)",09/01/14,9,September,2014,
Small Business,United States of America,Velo,High,2574,US$120.00,US$300.00,"US$772,200.00","US$115,830.00","US$656,370.00","US$643,500.00","US$12,870.00",11/01/13,11,November,2013,
Enterprise,United States of America,Velo,High,2438,US$120.00,US$125.00,"US$304,750.00","US$45,712.50","US$259,037.50","US$292,560.00","(US$33,522.50)",12/01/13,12,December,2013,
Channel Partners,United States of America,Velo,High,914,US$120.00,US$12.00,"US$10,968.00","US$1,645.20","US$9,322.80","US$2,742.00","US$6,580.80",12/01/14,12,December,2014,
Government,Canada,VTT,High,865.5,US$250.00,US$20.00,"US$17,310.00","US$2,596.50","US$14,713.50","US$8,655.00","US$6,058.50",07/01/14,7,July,2014,
Midmarket,Germany,VTT,High,492,US$250.00,US$15.00,"US$7,380.00","US$1,107.00","US$6,273.00","US$4,920.00","US$1,353.00",07/01/14,7,July,2014,
Government,United States of America,VTT,High,267,US$250.00,US$20.00,"US$5,340.00",US$801.00,"US$4,539.00","US$2,670.00","US$1,869.00",10/01/13,10,October,2013,
Midmarket,Germany,VTT,High,1175,US$250.00,US$15.00,"US$17,625.00","US$2,643.75","US$14,981.25","US$11,750.00","US$3,231.25",10/01/14,10,October,2014,
Enterprise,Canada,VTT,High,2954,US$250.00,US$125.00,"US$369,250.00","US$55,387.50","US$313,862.50","US$354,480.00","(US$40,617.50)",11/01/13,11,November,2013,
Enterprise,Germany,VTT,High,552,US$250.00,US$125.00,"US$69,000.00","US$10,350.00","US$58,650.00","US$66,240.00","(US$7,590.00)",11/01/14,11,November,2014,
Government,France,VTT,High,293,US$250.00,US$20.00,"US$5,860.00",US$879.00,"US$4,981.00","US$2,930.00","US$2,051.00",12/01/14,12,December,2014,
Small Business,France,Amarilla,High,2475,US$260.00,US$300.00,"US$742,500.00","US$111,375.00","US$631,125.00","US$618,750.00","US$12,375.00",03/01/14,3,March,2014,
Small Business,Mexico,Amarilla,High,546,US$260.00,US$300.00,"US$163,800.00","US$24,570.00","US$139,230.00","US$136,500.00","US$2,730.00",10/01/14,10,October,2014,
Government,Mexico,Montana,High,1368,US$5.00,US$7.00,"US$9,576.00","US$1,436.40","US$8,139.60","US$6,840.00","US$1,299.60",02/01/14,2,February,2014,
Government,Canada,Paseo,High,723,US$10.00,US$7.00,"US$5,061.00",US$759.15,"US$4,301.85","US$3,615.00",US$686.85,04/01/14,4,April,2014,
Channel Partners,United States of America,VTT,High,1806,US$250.00,US$12.00,"US$21,672.00","US$3,250.80","US$18,421.20","US$5,418.00","US$13,003.20",05/01/14,5,May,2014,
